time,open,high,low,close,volume
2024-09-11,58.84,59.1,58.44,58.71,1029054
2024-09-12,58.77,59.83,58.71,59.44,1610394
2024-09-13,59.63,59.9,59.17,59.7,1625774
2024-09-16,59.5,59.77,58.97,59.04,728926
2024-09-17,59.1,60.1,58.84,60.1,971859
2024-09-18,60.17,61.03,59.57,60.43,1722387
2024-09-19,60.43,60.9,60.37,60.76,1346904
2024-09-20,60.96,61.1,60.17,60.17,2181722
2024-09-23,60.63,60.83,60.37,60.37,697895
2024-09-24,60.37,60.76,60.37,60.56,523790
2024-09-25,60.76,61.76,60.56,61.63,2604508
2024-09-26,61.69,62.29,61.43,61.43,1820054
2024-09-27,61.43,62.16,61.43,61.43,1073168
2024-09-30,61.43,61.43,61.1,61.1,1278350
2024-10-01,61.29,62.03,61.1,61.1,1725848
2024-10-02,61.29,61.56,60.96,61.56,1380621
2024-10-03,61.49,62.36,61.36,61.49,1700784
2024-10-04,61.43,61.63,61.29,61.29,860495
2024-10-07,61.29,61.43,60.96,61.1,611894
2024-10-08,61.1,61.1,60.43,60.76,1124515
2024-10-09,60.63,60.96,60.37,60.43,2176865
2024-10-10,61.29,61.76,60.56,61.03,1326569
2024-10-11,61.03,61.03,60.56,60.76,1084336
2024-10-14,61.23,61.23,60.63,60.7,931995
2024-10-15,60.63,61.16,60.63,60.7,1431969
2024-10-16,60.7,60.96,60.63,60.76,1293521
2024-10-17,61.1,61.29,60.9,61.23,1286287
2024-10-18,61.56,61.83,61.1,61.36,1164056
2024-10-21,61.43,61.96,61.1,61.1,1425147
2024-10-22,61.1,61.23,60.7,60.7,1260601
2024-10-23,60.56,60.96,60.56,60.76,750353
2024-10-24,61.23,61.29,60.7,60.9,756579
2024-10-25,61.16,61.29,60.9,60.96,997728
2024-10-28,60.76,61.29,60.76,61.1,1106555
2024-10-29,61.16,61.49,61.1,61.1,1298643
2024-10-30,61.1,61.36,60.83,60.9,627682
2024-10-31,60.76,63.09,60.76,62.16,2892451
2024-11-01,62.42,63.02,62.09,62.09,1732251
2024-11-04,62.42,63.29,61.36,61.43,1856395
2024-11-05,61.49,61.76,61.1,61.49,1084183
2024-11-06,61.63,62.03,61.63,61.69,1417991
2024-11-07,61.89,62.36,61.89,61.89,1420301
2024-11-08,62.09,62.36,61.23,61.23,1381249
2024-11-11,61.63,61.63,61.03,61.1,1874368
2024-11-12,61.1,61.89,61.03,61.03,1337197
2024-11-13,61.03,61.69,61.03,61.43,1332711
2024-11-14,61.1,61.43,61.03,61.1,1720202
2024-11-15,61.1,61.43,60.83,60.9,1509691
2024-11-18,60.9,61.29,60.37,60.43,1876350
2024-11-19,60.76,60.83,59.77,59.77,1577896
2024-11-20,59.77,60.56,59.7,59.97,1641687
2024-11-21,60.03,60.63,59.9,60.1,1461608
2024-11-22,60.43,60.63,60.17,60.17,1730814
2024-11-25,60.37,61.23,60.37,60.63,1814963
2024-11-26,60.7,61.69,60.7,61.36,1760827
2024-11-27,61.29,61.89,61.29,61.56,1048309
2024-11-28,61.83,62.09,61.43,61.49,1290948
2024-11-29,61.49,61.96,61.43,61.96,1011316
2024-12-02,63.02,63.15,62.36,62.56,1575332
2024-12-03,62.69,62.69,61.49,61.76,2447450
2024-12-04,61.63,62.36,61.43,62.09,1205482
2024-12-05,61.76,62.82,61.76,62.42,2334456
2024-12-06,62.42,63.29,62.36,62.56,1702183
2024-12-09,62.56,63.29,62.36,63.29,1958838
2024-12-10,63.29,63.29,62.76,62.76,914482
2024-12-11,62.76,62.96,61.89,61.96,1611488
2024-12-12,62.09,62.69,62.09,62.09,672349
2024-12-13,61.89,62.16,61.69,61.83,1228466
2024-12-16,61.76,61.89,61.69,61.83,1122982
2024-12-17,61.76,61.83,61.63,61.76,1049241
2024-12-18,61.76,61.96,61.76,61.83,531269
2024-12-19,61.63,61.63,61.23,61.36,1870599
2024-12-20,61.36,61.69,61.29,61.43,1246769
2024-12-23,61.49,61.63,61.36,61.36,707967
2024-12-24,61.56,61.63,61.1,61.16,1025356
2024-12-25,61.23,62.29,61.23,61.36,1829185
2024-12-26,61.43,61.63,61.1,61.16,2203884
2024-12-27,61.43,61.76,61.23,61.23,1640901
2024-12-30,61.23,61.43,61.1,61.1,1707785
2024-12-31,61.23,61.36,60.56,60.56,2375289
2025-01-02,60.83,61.43,60.76,61.03,1631368
2025-01-03,61.03,61.36,61.03,61.1,1403040
2025-01-06,61.1,62.03,61.03,61.69,1938268
2025-01-07,61.89,61.89,61.29,61.29,1253566
2025-01-08,61.29,61.36,60.76,61.36,1054219
2025-01-09,61.1,61.23,60.9,61.03,739048
2025-01-10,61.03,61.36,60.7,60.7,1113334
2025-01-13,60.63,61.03,60.5,61.03,938736
2025-01-14,61.03,61.03,60.56,60.9,678628
2025-01-15,61.03,61.03,60.7,60.7,446062
2025-01-16,61.03,61.89,60.96,61.56,2461599
2025-01-17,61.56,61.76,61.23,61.43,1124326
2025-01-20,61.29,61.43,60.83,60.9,1763550
2025-01-21,61.16,61.16,60.63,60.7,1266355
2025-01-22,61.1,61.1,60.56,60.56,979719
2025-01-23,60.63,61.69,60.63,61.43,1686458
2025-01-24,61.16,61.76,61.16,61.49,945437
2025-02-03,61.29,61.36,60.83,60.83,1436966
2025-02-04,61.16,61.23,60.9,61.1,855942
2025-02-05,61.1,61.63,61.1,61.49,1346904
2025-02-06,61.63,62.03,61.56,61.69,1352924
2025-02-07,61.69,61.89,61.43,61.76,2262521
2025-02-10,61.69,61.69,61.03,61.23,2299299
2025-02-11,61.23,61.29,60.9,61.03,1040604
2025-02-12,61.03,61.43,60.76,60.76,1057688
2025-02-13,61.03,61.03,60.7,60.83,863094
2025-02-14,61.23,61.23,60.76,60.83,948437
2025-02-17,60.76,61.1,60.76,60.83,788528
2025-02-18,60.83,61.1,60.7,60.83,1067903
2025-02-19,60.83,60.9,60.63,60.9,1510842
2025-02-20,61.23,61.29,60.9,60.9,1638352
2025-02-21,61.16,61.83,61.16,61.83,2515484
2025-02-24,61.96,62.09,61.56,62.09,1957924
2025-02-25,62.09,62.16,61.43,61.49,1928951
2025-02-26,61.49,61.69,61.23,61.29,771099
2025-02-27,63.02,63.35,62.42,62.42,5035025
2025-02-28,62.56,62.56,61.96,61.96,2073877
2025-03-03,62.09,62.09,61.76,61.96,1252949
2025-03-04,61.89,62.03,61.56,61.76,2501823
2025-03-05,61.76,62.29,61.76,61.76,1822854
2025-03-06,62.09,62.56,61.89,62.09,2359429
2025-03-07,62.16,63.29,62.09,63.15,4003619
2025-03-10,64.02,64.68,63.82,64.28,4434646
2025-03-11,63.75,64.28,63.49,64.28,3644714
2025-03-12,65.52,68.11,65.13,66.22,7581491
2025-03-13,66.72,66.72,64.73,65.03,4514555
2025-03-14,64.93,66.32,64.93,65.52,4929265
2025-03-17,65.52,66.82,65.52,66.82,4946897
2025-03-18,67.31,67.31,66.32,66.32,3663486
2025-03-19,66.72,66.72,66.02,66.02,3679899
2025-03-20,66.02,66.52,65.72,66.32,1693378
2025-03-21,66.52,66.52,65.52,65.52,1707373
2025-03-24,65.82,66.02,65.03,66.02,1983215
2025-03-25,66.02,66.12,65.72,65.72,2031082
2025-03-26,65.92,66.12,65.33,65.33,1511026
2025-03-27,65.33,65.43,65.03,65.03,905213
2025-03-28,65.03,65.23,64.33,64.33,1656783
2025-03-31,64.23,64.73,63.54,63.54,1775079
2025-04-01,64.23,64.83,63.54,64.04,1720587
2025-04-02,64.53,65.52,64.13,64.33,2334069
2025-04-03,63.54,63.94,59.87,59.87,9818714
2025-04-04,56.29,59.57,55.8,59.57,11892239
2025-04-08,59.37,59.37,55.4,55.4,7191341
2025-04-09,51.63,59.27,51.63,52.12,9007761
2025-04-10,55.7,55.7,55.7,55.7,175351
2025-04-11,59.37,59.47,57.58,59.37,8074134
2025-04-14,59.57,59.57,58.28,58.87,3624722
2025-04-15,58.67,60.46,57.88,59.57,5640640
2025-04-16,59.27,59.87,58.58,58.87,2632706
2025-04-17,58.87,58.87,57.68,57.68,3155687
2025-04-18,58.28,59.17,57.68,57.68,2169852
2025-04-21,58.08,58.48,57.68,57.78,1294415
2025-04-22,57.68,58.38,54.31,58.08,3860343
2025-04-23,58.97,58.97,57.58,57.58,1930757
2025-04-24,57.78,58.18,57.58,57.78,1864710
2025-04-25,57.78,58.58,57.09,57.09,3685216
2025-04-28,57.28,57.88,57.09,57.09,1657552
2025-04-29,57.28,58.08,56.89,56.89,2437717
2025-05-05,57.09,57.58,56.59,56.69,2105718
2025-05-06,56.89,57.58,56.59,56.59,2998281
2025-05-07,56.69,57.09,56.59,56.59,2419087
2025-05-08,56.99,57.28,56.49,56.69,3026860
2025-05-09,56.89,57.19,56.19,56.19,5848894
2025-05-12,56.59,56.89,55.8,56.19,6007242
2025-05-13,56.69,56.89,56.19,56.39,7406543
2025-05-14,56.79,58.38,56.79,58.28,8033608
2025-05-15,58.87,59.37,58.28,58.28,8083606
2025-05-16,58.38,58.58,57.09,57.09,8381977
2025-05-19,56.99,57.19,56.59,56.59,4795918
2025-05-20,56.59,56.99,56.39,56.69,3875082
2025-05-21,57.09,57.48,56.59,56.69,5168505
2025-05-22,56.69,56.99,56.49,56.49,3701203
2025-05-23,56.49,57.09,56.29,56.39,3554951
2025-05-26,56.49,56.59,55.6,56.59,4737429
2025-05-27,56.39,56.79,56.29,56.39,5557215
2025-05-28,56.69,57.19,56.39,56.39,4959537
2025-05-29,56.79,56.79,56.29,56.29,3911542
2025-05-30,56.39,56.49,55.99,55.99,3940554
